geoid_tract,cca_num,hh_pct
17031430800,43,1
17031430900,43,1
17031431200,43,1
17031431301,43,1
17031431302,43,1
17031431400,43,1
17031440101,44,1
17031440102,44,1
17031440201,44,1
17031440202,44,1
17031440300,44,1
17031440600,44,1
17031440700,44,1
17031440800,44,1
17031440900,44,1
17031450300,45,1
17031460100,46,1
17031460200,46,1
17031460301,46,1
17031460302,46,1
17031460400,46,1
17031460500,46,1
17031460800,46,1
17031461000,46,1
17031470100,47,1
17031480100,48,1
17031480200,48,1
17031480300,48,1
17031480400,48,1
17031480500,48,1
17031490200,49,1
17031490500,49,1
17031490600,49,1
17031490700,49,1
17031490800,49,1
17031490901,49,1
17031490902,49,1
17031491000,49,1
17031491100,49,1
17031491200,49,1
17031491300,49,1
17031491400,49,1
17031500100,50,1
17031500200,50,1
17031500300,50,1
17031510100,51,1
17031510200,51,1
17031510300,51,1
17031520100,52,1
17031520200,52,1
17031520300,52,1
17031520400,52,1
17031520500,52,0.997356245869134
17031520600,52,0.992619926199262
17031530100,53,1
17031530200,53,1
17031530300,53,1
17031530400,53,1
17031530501,53,1
17031530502,53,1
17031530503,53,1
17031530600,53,1
17031540101,54,1
17031540102,54,1
17031550100,55,1
17031550200,55,1
17031560100,56,1
17031560200,56,1
17031560300,56,1
17031560400,56,1
17031560700,56,1
17031560800,56,1
17031560900,56,1
17031561000,56,1
17031561100,56,1
17031570100,57,1
17031570200,57,1
17031570300,57,1
17031570400,57,1
17031570500,57,1
17031580100,58,1
17031580200,58,1
17031580300,58,1
17031580400,58,1
17031580501,58,1
17031580502,58,1
17031580600,58,1
17031580700,58,1
17031580800,58,1
17031590500,59,1
17031590600,59,1
17031590700,59,1
17031600400,60,1
17031600600,60,1
17031600700,60,1
17031600900,60,1
17031610300,61,1
17031610400,61,1
17031610800,61,1
17031611200,61,1
17031611300,61,1
17031611400,61,1
17031611500,61,1
17031611600,61,1
17031611700,61,1
17031611800,61,1
17031611900,61,1
17031612000,61,1
17031612100,61,1
17031612200,61,1
17031620100,62,1
17031620200,62,1
17031620300,62,1
17031620400,62,1
17031630300,63,1
17031630400,63,1
17031630500,63,1
17031630600,63,1
17031630800,63,1
17031630900,63,1
17031640100,64,1
17031640300,64,1
17031640400,64,1
17031640500,64,1
17031640600,64,1
17031640700,64,1
17031640800,64,1
17031650100,65,1
17031650200,65,1
17031650301,65,1
17031650302,65,1
17031650400,65,1
17031650500,65,1
17031660301,66,1
17031660302,66,1
17031660400,66,1
17031660500,66,1
17031660600,66,1
17031660700,66,1
17031660800,66,1
17031660900,66,1
17031661000,66,1
17031661100,66,1
17031670100,67,1
17031670200,67,1
17031670300,67,1
17031670400,67,1
17031670500,67,1
17031670600,67,1
17031670700,67,1
17031670800,67,1
17031670900,67,1
17031671100,67,1
17031671200,67,1
17031671300,67,1
17031671400,67,1
17031671500,67,1
17031671600,67,1
17031671800,67,1
17031671900,67,1
17031672000,67,1
17031680500,68,1
17031680600,68,1
17031680900,68,1
17031681000,68,1
17031681100,68,1
17031681200,68,1
17031681300,68,1
17031681400,68,1
17031690300,69,1
17031690400,69,1
17031690500,69,1
17031690900,69,1
17031691000,69,1
17031691100,69,1
17031691200,69,1
17031691300,69,1
17031691400,69,1
17031691500,69,1
17031700100,70,1
17031700200,70,1
17031700301,70,1
17031700302,70,1
17031700401,70,1
17031700402,70,1
17031700501,70,1
17031700502,70,1
17031710100,71,1
17031710200,71,1
17031710300,71,1
17031710400,71,1
17031710500,71,1
17031710600,71,1
17031710700,71,1
17031710800,71,1
17031710900,71,1
17031711000,71,1
17031711100,71,1
17031711200,71,1
17031711300,71,1
17031711400,71,1
17031711500,71,1
17031720100,72,1
17031720200,72,1
17031720300,72,1
17031720400,72,1
17031720500,72,1
17031720600,72,1
17031720700,72,1
17031730100,73,1
17031730201,73,1
17031730202,73,1
17031730300,73,1
17031730400,73,1
17031730500,73,1
17031730600,73,1
17031730700,73,1
17031740100,74,1
17031740200,74,1
17031740300,74,1
17031740400,74,1
17031750100,75,1
17031750200,75,1
17031750300,75,1
17031750400,75,1
17031750500,75,1
17031750600,75,1
17031760801,76,1
17031760802,76,1
17031760803,76,1
17031770602,76,0
17031770700,76,0
17031770902,76,0.0909090909090909
17031810400,10,0.0692969145169449
17031823304,75,0.00314095013741657
17031830500,30,1
17031830600,1,1
17031830700,3,1
17031830800,4,1
17031830900,22,1
17031831000,22,0.526778577138289
17031831100,21,1
17031831200,20,1
17031831300,25,1
17031831400,25,1
17031831500,19,1
17031831600,18,1
17031831700,15,1
17031831800,13,1
17031831900,6,1
17031832000,6,1
17031832100,6,1
17031832200,22,1
17031832300,22,1
17031832400,22,1
17031832500,7,1
17031832600,7,1
17031832900,28,1
17031833000,28,1
17031833100,28,1
17031833300,28,1
17031833900,46,1
17031834000,49,1
17031834200,43,1
17031834300,45,0.992782389029231
17031834400,42,1
17031834500,40,1
17031834600,68,1
17031834700,68,1
17031834800,68,1
17031834900,67,1
17031835000,66,1
17031835100,63,1
17031835200,56,1
17031835500,37,1
17031835600,37,1
17031835800,38,1
17031836000,38,1
17031836100,40,1
17031836200,41,1
17031836300,41,1
17031836400,36,1
17031836500,36,1
17031836600,23,1
17031836700,23,1
17031836800,27,1
17031836900,27,1
17031837000,27,1
17031837100,27,1
17031837300,27,1
17031837400,27,1
17031837800,28,1
17031838000,28,1
17031838100,28,1
17031838200,28,1
17031838300,8,1
17031838600,29,1
17031838700,29,1
17031838800,51,1
17031839000,32,1
17031839100,32,1
17031839200,35,1
17031839500,35,1
17031839600,35,1
17031839700,60,1
17031839800,60,1
17031839900,60,1
17031840000,60,0.986498649864986
17031840100,60,1
17031840200,60,1
17031840300,59,1
17031840400,59,1
17031840700,30,1
17031840800,30,1
17031841000,33,1
17031841100,34,1
17031841200,31,1
17031841300,31,1
17031841500,29,1
17031841700,30,1
17031841800,69,1
17031841900,28,1
17031842000,35,1
17031842100,23,1
17031842200,8,1
17031842300,24,1
17031842400,44,1
17031842500,69,1
17031842600,61,0.983574244415243
17031842800,58,1
17031842900,28,1
17031843000,29,1
17031843100,29,1
17031843200,31,1
17031843300,29,1
17031843400,29,1
17031843500,30,1
17031843600,38,1
17031843700,5,1
17031843800,61,1
17031843900,43,0.687098368759268
17031844600,38,1
17031844700,29,1
17031980000,76,0.978099967277984
17031980100,56,1
17043840000,76,0
17043840801,76,0
